tweet, location,sentiment,entities
"Buhari, Saraki, Dogara Meet Over Budget, NASS Invasion, Melaye, IGP, Others |RN https://t.co/1WBS4btZwn https://t.co/KqMl7lunjt",Pacific Time (US & Canada),-0.30000001192092896,"['Buhari', 'Saraki', 'Others', 'Melaye']"
What can #PMBuhari gain from killings?: https://t.co/PYMjQ2Xv1L,Not Available,0.10000000149011612,"['killings', 'PMBuhari']"
"Garba Shehu has just announced that Buhari is heading to London tomorrow to have a “meeting” with his Doctors.
Me: The President is sick and has not been physically fit to perform his duties as President. A real man of integrity would have resigned!",Not Available,0.0,"['Garba Shehu', 'President', 'Buhari', 'Doctors', 'meeting', 'London', 'President', 'man']"
"ENERGISING MARKET. 
♨️ The Buhari led government is always coming up with one idea or the other that would benefit the ordinary man. 

♨️ This time, as part of the plan to energise the economy  it has come up with a... https://t.co/GJAPaG6rew",Not Available,0.0,"['The Buhari', 'man']"
"Buhari was aware of his health condition even b4 he became President. THREE YEARS as President and he's been unable to atleast upgrade Aso rock clinic with equipments &amp; personnel needed to manage his ailment?
Buhari is also a victim of his own incompetence.",Not Available,-0.4000000059604645,"['Buhari', 'rock clinic', 'President', 'President', 'Aso', 'personnel']"
"PICTURES: This afternoon, the President of the Senate, Dr. Abubakar Bukola Saraki and the Speaker of the House of Representatives, Rt. Hon. Yakubu Dogara, met with President Muhammadu Buhari at the Aso Villa. https://t.co/W4zWMPfj5j",Not Available,0.0,"['Abubakar Bukola Saraki', 'President', 'Speaker', 'Muhammadu Buhari', 'Aso Villa', 'Yakubu Dogara']"
"In 1983 when Buhari sacked Shagari through a coup, he equally evicted Shagari's brother, Bello Magajin Shagari, who was receiving treatment at the State House Clinic. He died the next day. Mahmud Tukur and Shinkafi begged Buhari to have access to inform Shagari, Buhari refused!",Not Available,0.0,"['Bello Magajin Shagari', 'Shagari', 'Buhari', 'coup', 'State House Clinic', 'Shinkafi', 'Mahmud Tukur']"
"BREAKING: Buhari to embark on Medical Trip to UK on Tuesday.

How far to everyone that said I was lying all along? 

The only reason Buhari is seeking re-election is because of his expensive medical lifestyle. He has nothing to offer.",Not Available,-0.10000000149011612,"['Buhari', 'BREAKING', 'Medical Trip', 'UK', 'everyone', 're-election']"
"Very Sick President Buhari Heads Back To The UK For 4-Days Medical Leave: President Muhammadu Buhari has announced that he will be travelling to the United Kingdom tomorrow to see his doctor. The president made the announcement on his Twitter, saying the… https://t.co/vHfCObsFiI",London,-0.10000000149011612,"['Buhari Heads Back', 'Muhammadu Buhari', 'president', 'UK', 'announcement', 'doctor']"
"With all due respect, olofo ni Buhari ati Tinubu. For this mess we are in.",Belgrade,-0.30000001192092896,['Buhari ati Tinubu']
"We will be happy if this govt can even toe GEJ's line 

That means N1.1Tr Subsidy then we buy fuel at N87
Today, Buhari spends N1.4Tr Subsidy yet we buy at N145

Then, we were worried about BH
Today, it is both Boko Haram, Herdsmen, Bandits, ""Libyans"" etc https://t.co/91WwwZJCg7",London,0.0,"['GEJ', 'N87 Today', 'Buhari', 'Herdsmen', 'Libyans', 'Bandits']"
"Only this week:

1. Malami struck a deal to return $500m looted funds to Nigeria.

2. Ameachi struck a deal with GE that will transform our railway system.

3. Emefiele struck a 3-year 15bn Yuan ($2.36bn) currency deal with the Chinese central bank. 

It's a hat-trick for Buhari.",Not Available,0.0,"['Malami', 'hat-trick', 'Nigeria', 'Ameachi', 'Emefiele', 'Chinese', 'Buhari']"
"Buhari was aware of his health condition even b4 he became President. THREE YEARS as President and he's been unable to atleast upgrade Aso rock clinic with equipments &amp; personnel needed to manage his ailment?
Buhari is also a victim of his own incompetence.",Amsterdam,-0.4000000059604645,"['Buhari', 'rock clinic', 'President', 'President', 'Aso', 'personnel']"
"BREAKING: Buhari to embark on Medical Trip to UK on Tuesday.

How far to everyone that said I was lying all along? 

The only reason Buhari is seeking re-election is because of his expensive medical lifestyle. He has nothing to offer.",Amsterdam,-0.10000000149011612,"['Buhari', 'BREAKING', 'Medical Trip', 'UK', 'everyone', 're-election']"
"Buhari was aware of his health condition even b4 he became President. THREE YEARS as President and he's been unable to atleast upgrade Aso rock clinic with equipments &amp; personnel needed to manage his ailment?
Buhari is also a victim of his own incompetence.",Not Available,-0.4000000059604645,"['Buhari', 'rock clinic', 'President', 'President', 'Aso', 'personnel']"
Every part of Northern Nigeria that has the tendency to vote against Buhari is currently under attack. These killings are very strategic.,West Central Africa,0.30000001192092896,"['Northern Nigeria', 'Buhari', 'killings']"
"I’m heartbroken seeing on the news everyday how our fellow compatriots are being massacred, especially the most vulnerable amongst us. My sincere condolences to the families of the victims. 

Dear President Muhammadu Buhari, these are Nigerians and they deserve to live.",Amsterdam,0.0,"['families', 'compatriots', 'Muhammadu Buhari', 'Nigerians', 'victims']"
@osundeko_adeolu @JamesOkene @ChrissieSparks2 @MBuhari Agreed but do you now accept the fact that buhari is a fraud?,Not Available,-0.699999988079071,"['@osundeko_adeolu', 'buhari']"
@MBuhari Anything built on lies never really last long. If you look beneath the veil you will notice that President Buhari is living on borrowed time and he knows. Those supporting his 2nd term are the real enemies of #Nigeria,Amsterdam,0.0,"['Buhari', 'Nigeria']"
Buhari told @realDonaldTrump Fulani Herdsmen don’t bear Ak47? Laughable https://t.co/dhKqg3nwls,Not Available,-0.4000000059604645,"['Buhari', 'Fulani Herdsmen']"
"Garba Shehu has just announced that Buhari is heading to London tomorrow to have a “meeting” with his Doctors.
Me: The President is sick and has not been physically fit to perform his duties as President. A real man of integrity would have resigned!",Not Available,0.0,"['Garba Shehu', 'President', 'Buhari', 'Doctors', 'meeting', 'London', 'President', 'man']"
"Over 7,300 Nigerians have entered Canada illegally, seeking asylum between January-April 2018. They cross by foot thru the forest trail from NY to Quebec. Canadian Immigration Minister is already fuming and planning to land in Nigeria to seek a stop.
Morons say Buhari is working",West Central Africa,-0.4000000059604645,"['Nigerians', 'Canada', 'forest trail', 'Immigration Minister', 'stop', 'NY', 'Quebec', 'Nigeria', 'Buhari', 'Morons']"
Nigeria's president Buhari says he will travel to Britain to see doctor https://t.co/qPdBQMbR7R https://t.co/KjWzJaQBy8,London,0.0,"['Buhari', 'Nigeria', 'doctor', 'Britain']"
Buhari is not well. He is on his way to hospital tomorrow. Leave him alone https://t.co/B8mAxSt9G9,Hawaii,0.0,"['Buhari', 'hospital']"
"In 1983 when Buhari sacked Shagari through a coup, he equally evicted Shagari's brother, Bello Magajin Shagari, who was receiving treatment at the State House Clinic. He died the next day. Mahmud Tukur and Shinkafi begged Buhari to have access to inform Shagari, Buhari refused!",Not Available,0.0,"['Bello Magajin Shagari', 'Shagari', 'Buhari', 'coup', 'State House Clinic', 'Shinkafi', 'Mahmud Tukur']"
Nigeria's president Buhari says he will travel to Britain to see doctor https://t.co/l4hcUzO9br https://t.co/55wRRbmXrC,Madrid,0.0,"['Buhari', 'Nigeria', 'doctor', 'Britain']"
"A Dr. from England “summoned” @MBuhari and he’s on his way.

But when @nassnigeria summoned same Buhari, the man formed deaf &amp; dumb...",Not Available,0.0,"['Dr.', 'England', '@MBuhari', 'man', 'Buhari']"
"Retweeted Nkiruka Nistoran (@NkirukaNistoran):

Nigerian Embassy Didn't Allow Me To Ask Buhari Questions - Journalist
https://t.co/KvCLSeNFqU https://t.co/KvCLSeNFqU",Not Available,-0.30000001192092896,"['Retweeted Nkiruka Nistoran', 'Embassy', 'Journalist', 'Nigerian']"
"""Allah vaiyum, Marumai Naalaiyum Eemaan Kondavar (Peysinaal) Nallathai Peysattum. Allathu Mounamaaha Irukkattum"".(Buhari-6018/Muslim-182)",Sri Jayawardenepura,0.0,"['Nallathai Peysattum', 'Peysinaal', 'Buhari-6018']"
"Over 7,300 Nigerians have entered Canada illegally, seeking asylum between January-April 2018. They cross by foot thru the forest trail from NY to Quebec. Canadian Immigration Minister is already fuming and planning to land in Nigeria to seek a stop.
Morons say Buhari is working",Greenland,-0.4000000059604645,"['Nigerians', 'Canada', 'forest trail', 'Immigration Minister', 'stop', 'NY', 'Quebec', 'Nigeria', 'Buhari', 'Morons']"
Buhari is not well. He is on his way to hospital tomorrow. Leave him alone https://t.co/B8mAxSt9G9,Not Available,0.0,"['Buhari', 'hospital']"
BIAFRA: TRUMP'S MEETING WITH BUHARI AND THE ECHOES OF DISINTEGRATION https://t.co/xSOoNJTC2i https://t.co/NSRAWz6KYm,Pacific Time (US & Canada),0.0,"['BIAFRA', 'MEETING', 'BUHARI']"
Editorial: Buhari’s Continous Defense Of Killer Herdsmen Emboldens Their Onslaught On Christians In Nigeria https://t.co/xeCraPXUrR https://t.co/VLynvy6eFc,Pacific Time (US & Canada),0.10000000149011612,"['Nigeria', 'Christians']"
"In 1983 when Buhari sacked Shagari through a coup, he equally evicted Shagari's brother, Bello Magajin Shagari, who was receiving treatment at the State House Clinic. He died the next day. Mahmud Tukur and Shinkafi begged Buhari to have access to inform Shagari, Buhari refused!",Not Available,0.0,"['Bello Magajin Shagari', 'Shagari', 'Buhari', 'coup', 'State House Clinic', 'Shinkafi', 'Mahmud Tukur']"
"4/7 @realDonaldTrump @WhiteHouse

Do not be deceived, #Dictator #Buhari of #Nigeria sympathises #FulaniHerdmen and #BokoHaram #terrorist groups.

#BuhariStopKillingChristians #Christians
#SupportBiafraReferendum #Biafra

@Amaka_Ekwo @ckorie17 @jihadwatchRS
https://t.co/vxabXBezXI https://t.co/IQXor0jy8I",Pacific Time (US & Canada),0.0,"['Dictator #Buhari', 'Nigeria', '@Amaka_Ekwo', '@jihadwatchRS https://t.co/vxabXBezXI https://t.co/IQXor0jy8I']"
"I liked a @YouTube video https://t.co/W1Mu6KLdMS Buhari Meets Trump, Blames Gaddafi; Zimbabwe Fires 16,000 Nurses; Kenya's Naked",Not Available,0.5,"['Naked', 'Nurses', 'https://t.co/W1Mu6KLdMS Buhari Meets Trump', 'Gaddafi', 'Kenya', 'Zimbabwe']"
"Melaye: Saraki, Dogara report IGP to Buhari - https://t.co/4fOpQFnxXB https://t.co/ogj2tlIJPJ",Not Available,0.0,"['Melaye: Saraki', 'Dogara']"
"In 1983 when Buhari sacked Shagari through a coup, he equally evicted Shagari's brother, Bello Magajin Shagari, who was receiving treatment at the State House Clinic. He died the next day. Mahmud Tukur and Shinkafi begged Buhari to have access to inform Shagari, Buhari refused!",Hawaii,0.0,"['Bello Magajin Shagari', 'Shagari', 'Buhari', 'coup', 'State House Clinic', 'Shinkafi', 'Mahmud Tukur']"
"Buhari: TSA existed only as idea under #Jonathan

https://t.co/Z4q6t8DfoN https://t.co/umIiz4SXiB",Not Available,0.0,['Buhari']
"Dogara to #Buhari: Police acted like barbarians over Melaye

https://t.co/8ip11qEtQT https://t.co/NO0cWGzY21",Not Available,0.0,"['Dogara', 'barbarians', '#Buhari: Police', 'Melaye']"
https://t.co/V9B6h0O2cU https://t.co/rloSotP244,Not Available,0.0,[]
"@ShehuSani Well, president Buhari absolved the herdsmen terrorists of any killings,  he told Trump that the killers were foreigners from Libya. He unwittingly admitted that the Nigerian borders were porous under his watch. We need another Nigerian as president!",Not Available,-0.10000000149011612,"['Buhari', 'Trump', 'foreigners', 'herdsmen', 'terrorists', 'killings', 'Libya', 'Nigerian']"
"While Garba Shehu is signing a future Press Statement for Buhari's trip tomorrow, dating it May 17, 2018, Tinubu is somewhere happy as he is banking on a possibility of Buhari, if he wins in 2019, not able to complete his tenure so he can have his lacky, former Pastor Osy as Pres",West Central Africa,0.20000000298023224,"['Tinubu', 'Garba Shehu', 'trip', 'Buhari', 'Osy', 'somewhere', 'Pres']"
"Buhari’s appointees, Onyema, Okechukwu clash over Enugu APC congress https://t.co/h70ogdKuiX https://t.co/f1oyHpyeOk",Not Available,0.0,"['Buhari', 'clash', 'Okechukwu', 'Onyema']"
"I told mum about the Nigeria/China swap deal, explained what it means and what to expect.

She was super excited, not for herself but for the suffering masses. 

She did asked, credit to Buhari’s Govt? I answered yes.

She then complained about Buhari’s inaction to the killings.",West Central Africa,0.0,"['China', 'swap deal', 'masses', 'Buhari', 'killings']"
"N88 Billion misappropriated under Jonathan can fund NPOWER for one year - Osinbanjo

The N1.4 Trillion unappropriated fund spent by Buhari/Osinbanjo on subsidy in 2017 can fund  CAPEX for one year",Amsterdam,0.0,"['Jonathan', 'Osinbanjo', 'Buhari']"
This is what South Africans said about Buhari after his meeting with Trump in Washington DC https://t.co/q1HlAJuvs8,Not Available,0.0,"['Buhari', 'meeting', 'South Africans', 'Trump']"
"Please don't ask me this question, ""where are the credible candidates""?

I consider it to be a silly question, na the same eye we get.

Now if you want to go ahead &amp; vote for Buhari, do so. 

Stop asking me silly questions.",West Central Africa,-0.20000000298023224,"['candidates', 'Buhari']"
"Death toll in Kaduna killing rises to 71. 

Buhari Must Go Back to Daura in 2019. NEVER AGAIN",Not Available,0.20000000298023224,"['killing', 'Kaduna', 'Daura']"
"2. Allaahvukkaaka enru oruvarai nesippathu.
3. Neruppil veesappaduvathai veruppathu pol kufrukku thirumpuvathai veruppathu
(Buhari)",Greenland,0.10000000149011612,"['Allaahvukkaaka enru', 'Buhari', 'kufrukku thirumpuvathai veruppathu']"
The only reason the IG of Police still remains in office is simply because of the role he played in Buhari’s 1.9million Kano padded votes in 2015!,Amsterdam,0.0,"['Kano', 'Buhari']"
This is what South Africans said about Buhari after his meeting with Trump in Washington DC https://t.co/q1HlAJuvs8,Not Available,0.0,"['Buhari', 'meeting', 'South Africans', 'Trump']"
BREAKING: President Buhari To Embark On Medical Trip To UK Tuesday. https://t.co/dueo48TUWv https://t.co/nll1dCJ9Vm,Not Available,0.0,"['BREAKING', 'President']"
Breaking News: Buhari Approves Establishment Of A New Battalion Of The Nigerian Army &amp; Police https://t.co/oQVRTIzi03,Casablanca,0.0,['&amp']
"BIAFRA ONLY CRIME WAS TO SUPPORT AND CELEBRATE #Trump #Inauguration @MBuhari's SECURITIES SEND THEM TO THEIR EARLY GRAVE IN COLD BLOOD 
#StopBiafraKillings
#WhereIsNnamdiKanu
#Justice4Biafra
#SupportBiafraReferendum
@realDonaldTrump
@POTUS
@WhiteHouse
@VP
https://t.co/8VQiezqfG9 https://t.co/GabNdZoJvW",Pacific Time (US & Canada),-0.6000000238418579,"['BIAFRA', 'Trump #Inauguration @MBuhari', '@VP']"
The death tolls from Saturday onslaught by #Buhari’s #FulaniHerdsmen TERRORISTS in #Kaduna now stands at 45! They attacked Gwaska community from different positions in the early hours and lasted for three Hours. NO ARMY OR POLICE SECURITY! #Nigeria @AsoRock https://t.co/ntfljrFGLS,Not Available,-0.20000000298023224,"['TERRORISTS', '#Buhari', 'Kaduna', 'Gwaska']"
"Buhari is corrupt!
Rt if you support this tweet!",Not Available,-0.30000001192092896,['Buhari']
@NigeriaNewsdesk @todayng What? APC and Buhari led presidency is a complete joke. There's no credibility and sense of sincerity to tackle the catalog of problems besieging our nation. There's also no action to match their numerous worthless statements. #TakeItBack,Not Available,-0.5,"['Buhari', 'nation']"
"Over 7,300 Nigerians have entered Canada illegally, seeking asylum between January-April 2018. They cross by foot thru the forest trail from NY to Quebec. Canadian Immigration Minister is already fuming and planning to land in Nigeria to seek a stop.
Morons say Buhari is working",Not Available,-0.4000000059604645,"['Nigerians', 'Canada', 'forest trail', 'Immigration Minister', 'stop', 'NY', 'Quebec', 'Nigeria', 'Buhari', 'Morons']"
"When Buhari arrived UK from Washington DC, this is how he was welcomed. Watch👇 https://t.co/asdvEQlLQu",Not Available,0.0,"['Buhari', 'UK', 'Washington DC']"
"Thousands of Igbo travel to Washington to protest against Buhari during meeting with Trump
@AsoRock
#SaveBiafra
#StopBiafraKillings
#SupportBiafraReferendum
#WhereIsNnamdiKanu
https://t.co/uInkgrIYVx",Not Available,0.0,"['Thousands', 'Igbo', 'Washington', 'Buhari']"
The only reason the IG of Police still remains in office is simply because of the role he played in Buhari’s 1.9million Kano padded votes in 2015!,Not Available,0.0,"['Kano', 'Buhari']"
"Death toll in Kaduna killing rises to 71. 

Buhari Must Go Back to Daura in 2019. NEVER AGAIN",Not Available,0.20000000298023224,"['killing', 'Kaduna', 'Daura']"
"Thousands of #Igbo #Biafra travel to Washington to protest against @MBuhari during meeting with @realDonaldTrump 
#OurLivesAreInDanger
#StopBiafraKillings
#UnMaskFakeBuhariForDNATest
#WhereIsNnamdiKanu
#Justice4Biafra
#SupportBiafraReferendum
@netanyahu

https://t.co/GfaQu8OkgZ https://t.co/6KBdur8hvn",Not Available,-0.10000000149011612,"['Thousands', 'Washington']"
"BIAFRA ONLY CRIME WAS TO SUPPORT AND CELEBRATE #Trump #Inauguration @MBuhari's SECURITIES SEND THEM TO THEIR EARLY GRAVE IN COLD BLOOD 
#StopBiafraKillings
#WhereIsNnamdiKanu
#Justice4Biafra
#SupportBiafraReferendum
@realDonaldTrump
@POTUS
@WhiteHouse
@VP
https://t.co/ow0WzXsRfN https://t.co/k4wWw2xpPj",Not Available,-0.6000000238418579,"['BIAFRA', 'Trump #Inauguration @MBuhari', '@VP']"
"IGP must obey laws, @bukolasaraki, @YakubDogara tell Buhari... Say Dino’s arraignment on wheelchair barbaric

https://t.co/S2yCUPNGMJ",West Central Africa,0.0,"['@bukolasaraki', '@YakubDogara', 'Buhari', 'Dino']"
"Over 7,300 Nigerians have entered Canada illegally, seeking asylum between January-April 2018. They cross by foot thru the forest trail from NY to Quebec. Canadian Immigration Minister is already fuming and planning to land in Nigeria to seek a stop.
Morons say Buhari is working",London,-0.4000000059604645,"['Nigerians', 'Canada', 'forest trail', 'Immigration Minister', 'stop', 'NY', 'Quebec', 'Nigeria', 'Buhari', 'Morons']"
This is the man 'supposedly' educated people want to rule a country of 190m people for another four years. I believe anyone that wishes Buhari for a second term is just wicked. @YemieFASH @bolaNLee_c https://t.co/nj77KVTu1e,Not Available,0.0,"['man', 'people', 'people', 'country', 'anyone', 'term', '@YemieFASH', '@bolaNLee_c https://t.co/nj77KVTu1e', 'Buhari']"
"An armed gang killed 45 people in a remote Nigerian village, the latest in a wave of mass killings. Officials said the attackers were organized bandits https://t.co/zbrBLZUpiP",Eastern Time (US & Canada),0.10000000149011612,"['gang', 'people', 'village', 'Nigerian', 'killings', 'bandits', 'attackers', 'Officials']"
"The Doctor requested the President to return for a meeting which he agreed to do. President Buhari will return on Saturday, May 12th.",Casablanca,0.0,"['Doctor', 'meeting', 'Buhari', 'President']"
"Buhari was aware of his health condition even b4 he became President. THREE YEARS as President and he's been unable to atleast upgrade Aso rock clinic with equipments &amp; personnel needed to manage his ailment?
Buhari is also a victim of his own incompetence.",Amsterdam,-0.4000000059604645,"['Buhari', 'rock clinic', 'President', 'President', 'Aso', 'personnel']"
"After #Buhari #Fulani Dictatorship and that #Kogi CRIMINAL @GovKogi Yahaya bello finish with Dino Melaye @dino_melaye, they will go after Senators Bruce and Abaribe for DARING TO SPEAK OUT! We are ALL under attack! #Nigeria #SupportBiafraReferendum https://t.co/4wlTYWBllW",Not Available,0.0,"['Dino Melaye @dino_melaye', '#Kogi CRIMINAL @GovKogi Yahaya', 'Senators Bruce', 'Abaribe', 'attack', 'Nigeria']"
"The various lengths to which President Buhari has gone to end the spate of killings, such as mobilising state resources against the attackers, approving the setting up of new police and army formations in the affected areas, and the recruitment of thousands into the police...",Casablanca,0.0,"['Buhari', 'attackers', 'killings', 'areas', 'thousands']"
"PICTURES: This afternoon, the President of the Senate, Dr. Abubakar Bukola Saraki and the Speaker of the House of Representatives, Rt. Hon. Yakubu Dogara, met with President Muhammadu Buhari at the Aso Villa. https://t.co/W4zWMPfj5j",Not Available,0.0,"['Abubakar Bukola Saraki', 'President', 'Speaker', 'Muhammadu Buhari', 'Aso Villa', 'Yakubu Dogara']"
"Hypocrite!

You praised Buhari for killing Biafra activists &amp; even campaigned for elimination of Nnamdi Kanu #IPOB.

They killer president was motivated to continue killing when people like you supported #BiafraKillings

Shame on you deceivers😲

Justice for Biafrans 
#FreeBiafra https://t.co/riW6ztHnM8",Not Available,0.0,"['activists', 'Buhari', 'Biafra', 'president', 'Nnamdi Kanu #IPOB', 'people', 'BiafraKillings']"
"The Peoples Democratic Party will present an excellent candidate, of northern extraction, just to chase H.E Muhammadu Buhari back to Daura. 

We can't afford another four years of the State turning bling eye to the Libyan Bandits!",Not Available,0.20000000298023224,"['candidate', 'Muhammadu Buhari', 'H.E', 'Daura', 'State', 'Libyan Bandits']"
Buhari is going to UK again for medical purpose...I’m done with these lies https://t.co/qw2NEvp0yg,Not Available,-0.10000000149011612,"['Buhari', 'UK']"
@realDonaldTrump @netanyahu @Vp imagine how  #FulaniHerdsmen Buhari tribesmen invaded Church worshippers massacred everybody including the Church priest put on the choir gowns of the choristers musical instruments were taken away use it making mockery of Christianity in Nigeria https://t.co/Xl9sVhsK4p,Not Available,-0.8999999761581421,"['@netanyahu', '@Vp', 'everybody', 'tribesmen', 'worshippers', 'FulaniHerdsmen Buhari', 'priest', 'choristers']"
Buhari will travel and Osibanjo will start feeling like Thanos,Not Available,0.5,"['Buhari', 'Osibanjo', 'Thanos']"
Buhari Approves New Security Measures To Tackle Killings In Birnin Gwari. https://t.co/fUT6oNbC4Z https://t.co/nJBteTsbxc,Not Available,0.30000001192092896,['Birnin Gwari']
Photos Of Buhari Meeting With Saraki And Dogara Today https://t.co/ivrHcVn7BG,Not Available,0.0,['Buhari Meeting With Saraki And Dogara Today https://t.co/ivrHcVn7BG']
I liked a @YouTube video https://t.co/rywp3ilucm Dr. Damages Show- episode 328: The Real Reason Buhari Visited Trump at the White,Not Available,0.20000000298023224,"['The Real Reason Buhari Visited Trump', 'White']"
"Can someone tell Buhari and his cohorts that, They don't need good memory to tell the truth. Even the date on this press release is full of lies https://t.co/MEsbsMYKd4",Not Available,-0.4000000059604645,"['Buhari', 'someone']"
"@jeffphilips1 @Mr_JAGs @seunonigbinde @Dappab @ProfOsinbajo @BudgITng I’m not sure WHY you are disappointed. BudgIT has been exposed as a partisan hack. Anti Buhari rhetoric blew open in tweets urging people not to vote for PMB, a few months ago. Let me find them. Trust their “stats” at your own peril.",Not Available,-0.30000001192092896,"['people', 'Anti Buhari']"
"Breaking news be alert the most deadly terrorist called Fulani Herdsmen without cattle president Buhari tribesmen in Nigeria waiting for instruction to carry out attack, hope for Republic of #Biafra https://t.co/qMruyglQx6",Not Available,-0.20000000298023224,"['terrorist', 'cattle president', 'Fulani Herdsmen', 'Buhari tribesmen', 'Nigeria', 'attack']"
By the time #IPOB led by #Nnamdikanu finish With the paedophile Buhari and his Gov on this Biafra struggle Nigeria will cease to exist then they will understand that everybody in south East are jointly prepared for Restoration of republic of Biafra cause #SupportBiafraReferendum https://t.co/hiLDt1LyyV,Not Available,-0.4000000059604645,"['Buhari', '#IPOB', 'Biafra', 'Nnamdikanu', 'Gov', 'everybody', 'south East']"
"You can blame some media houses for not giving enough coverage to the mass killings in Zamfara state

You also have to blame the government and opinion leaders of Zamfara state for not calling attention to it, because they don't want to make Muhammadu Buhari look incompetent",Not Available,-0.5,"['state', 'opinion leaders', 'Zamfara', 'killings', 'Muhammadu Buhari']"
"Buhari was aware of his health condition even b4 he became President. THREE YEARS as President and he's been unable to atleast upgrade Aso rock clinic with equipments &amp; personnel needed to manage his ailment?
Buhari is also a victim of his own incompetence.",Not Available,-0.4000000059604645,"['Buhari', 'rock clinic', 'President', 'President', 'Aso', 'personnel']"
Buhari is a UK resident who works offshore in Nigeria. https://t.co/HpaxHlG1OF,Not Available,0.0,"['Buhari', 'UK', 'Nigeria']"
"Over 7,300 Nigerians have entered Canada illegally, seeking asylum between January-April 2018. They cross by foot thru the forest trail from NY to Quebec. Canadian Immigration Minister is already fuming and planning to land in Nigeria to seek a stop.
Morons say Buhari is working",West Central Africa,-0.4000000059604645,"['Nigerians', 'Canada', 'forest trail', 'Immigration Minister', 'stop', 'NY', 'Quebec', 'Nigeria', 'Buhari', 'Morons']"
Breaking: President Buhari off to the UK to see his doctor https://t.co/Hhd636QmV5 https://t.co/4qctDkXIkf,Not Available,0.0,"['Buhari', 'Breaking', 'doctor', 'UK']"
"In 1983 when Buhari sacked Shagari through a coup, he equally evicted Shagari's brother, Bello Magajin Shagari, who was receiving treatment at the State House Clinic. He died the next day. Mahmud Tukur and Shinkafi begged Buhari to have access to inform Shagari, Buhari refused!",Not Available,0.0,"['Bello Magajin Shagari', 'Shagari', 'Buhari', 'coup', 'State House Clinic', 'Shinkafi', 'Mahmud Tukur']"
"BREAKING: Buhari to embark on Medical Trip to UK on Tuesday.

How far to everyone that said I was lying all along? 

The only reason Buhari is seeking re-election is because of his expensive medical lifestyle. He has nothing to offer.",Not Available,-0.10000000149011612,"['Buhari', 'BREAKING', 'Medical Trip', 'UK', 'everyone', 're-election']"
"In 2015, Jonathan’s convoy was stoned by Buhari supporters in Katsina, Bauchi and Adamawa, yet not one stoner was killed or injured. 8 months later, Shiites blocked the way of COAS Gen Buratai and 347 Shiites were killed. that’s how the value of human life has fallen under Buhari",Pacific Time (US & Canada),-0.10000000149011612,"['Jonathan', 'Buhari', 'supporters', 'stoner', 'Katsina', 'Bauchi', 'Adamawa', 'Shiites']"
"Lol, Buhari will be lowkey travelling to different countries before he leaves office next year.",Not Available,0.5,"['Buhari', 'countries']"
What Buhari should do about snatching of ballot boxes at APC congresses – Gov. Okorocha https://t.co/cthU2YLArB https://t.co/gEHl0TsvrG,Not Available,0.0,"['Buhari', 'Gov.', 'congresses']"
"In 1983 when Buhari sacked Shagari through a coup, he equally evicted Shagari's brother, Bello Magajin Shagari, who was receiving treatment at the State House Clinic. He died the next day. Mahmud Tukur and Shinkafi begged Buhari to have access to inform Shagari, Buhari refused!",Not Available,0.0,"['Bello Magajin Shagari', 'Shagari', 'Buhari', 'coup', 'State House Clinic', 'Shinkafi', 'Mahmud Tukur']"
"President Buhari needs to be urgently rescued from himself, his inordinate ambition and the vultures who built fortress around him and feasting on his vulnerabilities",Not Available,-0.10000000149011612,"['Buhari', 'fortress']"
Buhari is a terrorist and you all should call him by his name. A sitting president that is the patron of Fulani terrorist herdsmen. https://t.co/8rBVvLOaBC,Not Available,-0.20000000298023224,"['Buhari', 'patron', 'president', 'terrorist herdsmen', 'Fulani']"
"In 1983 when Buhari sacked Shagari through a coup, he equally evicted Shagari's brother, Bello Magajin Shagari, who was receiving treatment at the State House Clinic. He died the next day. Mahmud Tukur and Shinkafi begged Buhari to have access to inform Shagari, Buhari refused!",Amsterdam,0.0,"['Bello Magajin Shagari', 'Shagari', 'Buhari', 'coup', 'State House Clinic', 'Shinkafi', 'Mahmud Tukur']"
"We will be happy if this govt can even toe GEJ's line 

That means N1.1Tr Subsidy then we buy fuel at N87
Today, Buhari spends N1.4Tr Subsidy yet we buy at N145

Then, we were worried about BH
Today, it is both Boko Haram, Herdsmen, Bandits, ""Libyans"" etc https://t.co/91WwwZJCg7",Not Available,0.0,"['GEJ', 'N87 Today', 'Buhari', 'Herdsmen', 'Libyans', 'Bandits']"
President Buhari visits Emir of Katsina over Chief Imam’s death https://t.co/4gzqdRnS3i https://t.co/ndXZvUziXX,West Central Africa,0.0,"['Buhari', 'Imam', 'Katsina']"
STATE HOUSE PRESS RELEASE: Birnin Gwari Killings – President @MBuhari Approves New Security Measures https://t.co/wP9glbc8ZR #SecuringNigeria #GovtAtWorkNG,Pacific Time (US & Canada),0.30000001192092896,"['@MBuhari', 'Birnin Gwari Killings']"
Editorial: Buhari’s Continous Defense Of Killer Herdsmen Emboldens Their Onslaught On Christians In Nigeria https://t.co/YjbG4QQxxG https://t.co/OVAPBPCRyG,Not Available,0.10000000149011612,"['Nigeria', 'Christians']"
