tweet, location,sentiment,entities
#BREAKING on #IndiaVsPelters | PDP to issue advisory to tourists in J&amp;K https://t.co/lpnVZxoMbs,New Delhi,0.0,['tourists']
"PDP Blames @MBuhari for Ministers’ Absence at US Investors’ Meeting. The ministers reportedly abandoned the foreign investors meeting and went on shopping spree, at the time Nigerians were looking up to them to negotiate deals and bring in investments into the country. https://t.co/RuiJIi7pB0",Not Available,0.0,"['Investors', 'Meeting', 'ministers', 'US', 'investors', 'meeting', 'country', 'Nigerians']"
"APC's right leg is CPC, left leg is ACN, right hand is ANPP, left hand is a faction of PDP, and right at the head we don't know how many chromosomes are there. ~Tunde Bakare. #Roadmap2019",Not Available,0.0,['Tunde Bakare']
"Today, we are at the Afe Babalola Event Centre and Eagle Event Centre, Ado #Ekiti, where the accreditation and voting would take place in the primary election of the Peoples Democratic Party (PDP), the ruling party in Ekiti. https://t.co/woxc0B2nyI #EkitiPDPPrimary https://t.co/xwjM5D5zFj",West Central Africa,0.20000000298023224,"['Eagle Event Centre', 'voting', 'Afe Babalola Event Centre', 'primary election', 'Ado #Ekiti', 'Ekiti']"
@SaharaReporters I DONT BLAME APC OR PDP OF THEIR GOVERNMEN'S FAILURES I BLAME MILITARY WHO ARE  SO FOOL AND STUPID BY ALLOWING ALL THIS TO HAPPEN AND CANNOT TAKE OVER  THE POWER... WAT A SHAME COUNTRY,Quito,-0.800000011920929,"['@SaharaReporters', 'SHAME COUNTRY']"
"Accreditation underway at @OfficialPDPNig primaries in Ekiti.
#Ekiti2018 #Ekiti #Fayose #PDP #EkitiPDPPrimary https://t.co/Jf9EW2p2Ip https://t.co/F8GNAlkF3H",West Central Africa,0.0,"['primaries', '@OfficialPDPNig', 'Ekiti', 'Ekiti2018 #Ekiti #Fayose #PDP']"
PMB’s 3 Year Performance Dwarfed PDP’s 16 – Shittu https://t.co/LfgBTCajTw https://t.co/FczGw65UOB,Not Available,0.20000000298023224,['Performance']
"Today, we are at the Afe Babalola Event Centre and Eagle Event Centre, Ado #Ekiti, where the accreditation and voting would take place in the primary election of the Peoples Democratic Party (PDP), the ruling party in Ekiti. https://t.co/woxc0B2nyI #EkitiPDPPrimary https://t.co/xwjM5D5zFj",Dublin,0.20000000298023224,"['Eagle Event Centre', 'voting', 'Afe Babalola Event Centre', 'primary election', 'Ado #Ekiti', 'Ekiti']"
PDP-BJP coalition gravest provocation to the people of Kashmir: Says Chiddabaram https://t.co/A0j9Z8ne5i,Not Available,-0.20000000298023224,"['provocation', 'people', 'Kashmir']"
"@LarryFash47 @MBuhari next time u brushing yo teeth, dip the brush way in..it might get to yo brain n clean up d part abt PDP 16yrs misrule",Not Available,0.699999988079071,['@LarryFash47 @MBuhari']
@AishaYesufu This is my greatest displeasure with the buharists. They are quick to shout 16years of PDP which is fine but what is the plan moving forward? What are the strategies to implement these plans? Who are the stakeholders? These leadership is only living in the now.,Africa/Lagos,0.20000000298023224,['buharists']
"Who wins the PDP primaries today?
@adeyeye_dayo @SenatorOlujimi
@kolapolusola @GovAyoFayose @OlayinkaLere @EkitiDecides @EkitiPdp @OfficialPDPNig @GlimpseNigeria @EkitiNewz @Ekitipacesetter @Eleka4Governor",Not Available,0.0,"['primaries', '@adeyeye_dayo', '@GovAyoFayose', '@SenatorOlujimi']"
"Ex-minister, senator, deputy governor seeking @OfficialPDPNig ticket in #Ekiti ‘but the race is between @GovAyoFayose and one aspirant’ https://t.co/XNtNt0QFG4 via @thecableng #EkitiPDPPrimary",Not Available,0.20000000298023224,"['senator', 'deputy governor', 'race', '@GovAyoFayose', '@OfficialPDPNig']"
"APC's right leg is CPC, left leg is ACN, right hand is ANPP, left hand is a faction of PDP, and right at the head we don't know how many chromosomes are there. ~Tunde Bakare. #Roadmap2019",Not Available,0.0,['Tunde Bakare']
"#StopBiafraOppressions 
#StopBiafraKillings
#WhereIsNnamdiKanu
#SupportBiafraReferendum
#FreeBiafra
#BiafraExit
#Biafra
#IPOB
#BiafraReferendum @Amaka_Ekwo @okafo_uche @NkirukaNistoran @UdeObasi35 @realDonaldTrump 
https://t.co/RELZSNqNxC",Not Available,0.0,"['StopBiafraOppressions #StopBiafraKillings', 'WhereIsNnamdiKanu #SupportBiafraReferendum', 'FreeBiafra #BiafraExit', 'BiafraReferendum @Amaka_Ekwo @okafo_uche']"
"Breaking News

Rep. Adams Jagaba, Kaduna State dumps APC for PDP

Rep. Jagaba Adams, member representing Kagarko/Kachia Federal Constituency, alongside thousands of others across the 23 Local Government of Kaduna... https://t.co/GZ6wy5zUhs",Pacific Time (US & Canada),0.10000000149011612,"['Adams Jagaba', 'Jagaba Adams', 'Kaduna State', 'Kagarko', 'thousands', 'others']"
LIVE: Ekiti PDP elects governorship candidate - TheCable https://t.co/tZthHpABqy,Pacific Time (US & Canada),0.10000000149011612,[]
"5,558 APC members defect to PDP in Kaduna https://t.co/yykJqb2SLL https://t.co/NPoai011QC",Not Available,-0.5,[]
@UcheSecondus We dont want this government anymore. PDP for 2019,Not Available,-0.10000000149011612,[]
"@TrueIndology @rajnathsingh @KirenRijiju @HMOIndia @PMOIndia @rashtrapatibhvn @VPSecretariat @DrJitendraSingh @NirmalSinghBJP @BJP4JnK @BJP4India @Swamy39 @RSSorg @RSS_Org @IndreshRSS @rammadhavbjp @arunjaitley @Prof_HariOm @AsYouNotWish @nsitharaman @Ramlal @neelakantha @thetribunechd @scroll_in @narendramodi @MehboobaMufti @OmarAbdullah @SitaramYechury @myogiadityanath @AmitShah @rsprasad @Hakhoo @DailyExcelsior1 @INCIndia @the_hindu @ncbn @NitishKumar @ShivSena @NITIAayog @BJPLive @TheArvindDhar @jkpdp @PrakashJavdekar @narendramo @IndianExpress After terrorizing #Jammu #Hindues 

BJP-RSS-PDP might 
eliminate #Kathuwa father #SanjiRam son #VishalJangotra at the hands of Jihadi Mufti's police by extreme torchure.

Hepless daughter of Sanji Ram, Madhu,starts fast-unto-death at Rajghat for #CBI4KathuaCase

 #KathuaKaSach https://t.co/zqNMeIuhq0",New Delhi,0.0,"['@rajnathsingh', '@DrJitendraSingh', '@rammadhavbjp', '@arunjaitley', '@Swamy39 @RSSorg', '@TrueIndology', '@nsitharaman', '@Ramlal @neelakantha', '@OmarAbdullah @SitaramYechury', '@AmitShah', '@rsprasad', '@ncbn', '@thetribunechd', '@scroll_in', '@narendramodi', '@narendramo', '@jkpdp', 'daughter', 'police', 'death', 'VishalJangotra', 'Jihadi Mufti', 'son', 'father', 'Sanji Ram', 'Madhu', 'Rajghat', 'Kathuwa']"
https://t.co/C0BBqK6Vb9,Not Available,0.0,[]
"PDP challenged Vice President Osinbajo to name those he claimed stole $3 billion. Apparently, they thought it's a cat and mouse game.

Below is the details of how Jide Omokore, Kola Aluko, and Diezani Madueke stole $3 billion using the so called NNPC Strategic Alliance Contracts. https://t.co/uh1tnWxGOf",Pacific Time (US & Canada),-0.20000000298023224,"['Osinbajo', 'Jide Omokore', 'Kola Aluko', 'Diezani Madueke']"
Innocent Ojefia Blog                  : EKITI PDP PRIMARIES: Governor Okowa Of Delta State... https://t.co/vBZ2BwdrAH,Not Available,0.0,"['Okowa Of Delta State', 'PRIMARIES']"
"Now see: Just Zoom the picture and see by yourself...

APC factory of lies and disappointments. Gov Mal Isa Yuguda Fertilizers supplied when he was Bauchi state governor under PDP and unfortunately today Apc repainted it to take credit.

All Promise cancelled! https://t.co/Gsk7HdGzoY",Not Available,-0.30000001192092896,"['state governor', 'factory', 'Mal Isa Yuguda Fertilizers', 'Bauchi']"
"@MBuhari Or Former PDP Governor of Anambra State, Chris Ngige, who is now a Saint and also Minister in APC.

I can go On and On ....The list is just Endless.

So please,@MBuhari and @ProfOsinbajo should STOP all their deceptive Blame Games of PDP this.. PDP that...
APC is PDP
PDP is APC",Not Available,0.0,"['Minister', 'Governor', 'Anambra State', 'Chris Ngige', 'Saint', 'Blame Games']"
"This is the hall where the Ekiti PDP Governorship Primary is taken place. The delegates are enjoying total peace and tranquility as they patiently await the arrival of the  ballot papers.
#ekitipdpdecides2018 https://t.co/nAdXrpiyw6",Not Available,0.30000001192092896,"['hall', 'delegates', 'arrival']"
Presidential aspirant @MoghaluKingsley says he won't join APC or PDP for 2019 ambition &gt;&gt; https://t.co/AjWLRb8h2f https://t.co/tFmbwYlid9,Amsterdam,0.0,['@MoghaluKingsley']
"Who remain for PDP bros? 
All the people wey Dey snatch ballot box Dey thief money don Dey your APC. Shine your eyes abeg https://t.co/p1oFmSMx7s",Not Available,-0.20000000298023224,"['people', 'Dey']"
"Bursted: 
When u bcom member of APC,ur Brian is emptied &amp; filled wit Sawdust. APC has ran out of ideas. when Isa Yoguda was Gov under PDP, he bought large sum of fertilizer, now he's painting them to claim APC just purchased them to be shared to farmers.
@segalink @thecableng https://t.co/zIJhtluX1u",Not Available,0.0,"['member', 'Brian', 'Isa Yoguda', 'Gov', 'farmers']"
2019: Thousands of APC members decamp to PDP in Southern Kaduna https://t.co/6ZY1RrCzEa https://t.co/mOC3ZdyuAF,Not Available,0.10000000149011612,"['Thousands', 'members']"
"Politics: Lawmaker, others dump APC for PDP in Kaduna https://t.co/xkXmZbOK6N",West Central Africa,-0.5,"['Lawmaker', 'others']"
"Even as a realist PDP are not an  option ,9 months to election and no credible candidate https://t.co/HCtFmaCXkC",Not Available,-0.800000011920929,"['candidate', 'election']"
New post: APC Congress: Abia PDP Warns Party Against Violence https://t.co/gR3rBTBmwo,Not Available,0.5,[]
"PDP na-agwa ndi na ado ochichi, 
ndi nnochite anya na isi ochichi nke Ekiti

@OfficialPDPNig  @officialKolaO  @UcheSecondus",West Central Africa,0.10000000149011612,"['na-agwa', 'ndi nnochite', '@OfficialPDPNig']"
"Politics: Lawmaker, others dump APC for PDP in Kaduna https://t.co/lr4CkInBO4 https://t.co/lr4CkInBO4",Not Available,-0.5,"['Lawmaker', 'others']"
"we still blame Ironsi, for changing governance system 
We still blame Gowon, for not planning
We still blame the military era for  kickbacks, allocating oil wells and corruption 
I see no reason, why we can't blame PDP for their actions\inaction
APC will also be held accountable",Not Available,-0.4000000059604645,"['Ironsi', 'Gowon']"
"This is Southern Kaduna rally , while recieving thousands of APC members decamping to PDP, more are coming Insha Allah. https://t.co/l5iqOykcK1",Not Available,0.10000000149011612,"['rally', 'members', 'thousands', 'Southern Kaduna', 'Insha Allah']"
"The political parties and alliances that were represented during this Multi-Party Youth Dialogue include Zanu PF,  MDC T, MDC N,  ZAPU, NAGG, RFF, PDP, NCA, ZIPP and many independent candidates. https://t.co/8nLxX8k8sI",Not Available,0.0,"['Multi-Party Youth Dialogue', 'NAGG', 'candidates']"
@Shehla_Rashid @MehboobaMufti It's all called aaache din of PDP BJP sarkar............1 k badle 10 sir laane walo k saath ka asar hai ye......,New Delhi,-0.4000000059604645,"['@Shehla_Rashid @MehboobaMufti', 'sir']"
I expected my pple 4m SE to take same stand with d SS.we shld remove hatred 4m our heart &amp; be mo objective wit our https://t.co/NIwZuDIVcd probs abt our hatred 4 Buhari is that it being fueled by pple outside our region Bc of cheap political gains! https://t.co/5QCES4pn4Q,Pacific Time (US & Canada),-0.30000001192092896,"['pple', 'pple', 'region', 'Buhari']"
La pdp insta de @agr_lily 💗💗💗💗,Not Available,0.4000000059604645,[]
"The PDP Chairman and all other politicians against whom the country’s anti-corruption agencies have on-going investigations, should be assured that it is only a matter of time before the law catches up with them,...",Not Available,-0.30000001192092896,"['politicians', 'Chairman', 'country', 'investigations']"
"People are saying get your PVC, get your PVC, when you are left with Atiku (PDP) and Buhari (APC) as your option. You better get a visa instead!!",London,-0.10000000149011612,"['People', 'Atiku', 'Buhari']"
@_mateuscamurca @labonafe pdp véi,Brasilia,0.0,['@_mateuscamurca']
"@MBuhari Or Former PDP Governor of Anambra State, Chris Ngige, who is now a Saint and also Minister in APC.

I can go On and On ....The list is just Endless.

So please,@MBuhari and @ProfOsinbajo should STOP all their deceptive Blame Games of PDP this.. PDP that...
APC is PDP
PDP is APC",Not Available,0.0,"['Minister', 'Governor', 'Anambra State', 'Chris Ngige', 'Saint', 'Blame Games']"
"The PDP’s superiority as a political party to the APC will manifest today as #PDPEkitiDecides and it has started to show - only three aspirants are in the race: incumbent Deputy Governor, Prof. Kolapo Olushola Eleka, Senator Abiodun Olujimi @SenatorOlujimi and Prince Dayo Adeyeye",London,-0.4000000059604645,"['Kolapo Olushola Eleka', 'Abiodun Olujimi @SenatorOlujimi', 'Dayo Adeyeye', 'race', 'Deputy Governor']"
PDP Confident Of Victory In Ekiti State   - https://t.co/U8ayC5eXA1 https://t.co/Su9VW1hjCh,Not Available,0.4000000059604645,['Ekiti State']
"These are #PDPEkitiDecides delegates from all wards and LGAs in a unification dance last night before the engagements of aspirations and conflicts today and by God’s Grace, another unification dance later tonight which I shall be attending.

PDP is not their mate pls. https://t.co/dKk74oTpQl",London,0.0,['delegates']
"@IndiaToday BJP N PDP in power has failed all these yrs in JK, they r unable to give peaceful n safe life to its people, even tourist Indian or foreigners r not spared or protected, no goverence.",Not Available,-0.20000000298023224,"['people', 'foreigners', 'JK', 'Indian']"
@DemolaRewaju @iam_TUNADEZ Let PDP for once be an exemplary party especially in internal democracy within a political party.,London,0.699999988079071,[]
I expected my pple 4m SE to take same stand with d SS.we shld remove hatred 4m our heart &amp; be mo objective wit our https://t.co/NIwZuDIVcd probs abt our hatred 4 Buhari is that it being fueled by pple outside our region Bc of cheap political gains! https://t.co/5QCES4pn4Q,Not Available,-0.30000001192092896,"['pple', 'pple', 'region', 'Buhari']"
@mabukaar @MizCazorla1 @MBuhari His sons accident is the result of PDP selling him the bike. Can you see how ridiculous you sound?,Not Available,-0.20000000298023224,['@mabukaar']
"@TrueIndology @rajnathsingh @KirenRijiju @HMOIndia @PMOIndia @rashtrapatibhvn @VPSecretariat @DrJitendraSingh @NirmalSinghBJP @BJP4JnK @BJP4India @Swamy39 @RSSorg @RSS_Org @IndreshRSS @rammadhavbjp @arunjaitley @Prof_HariOm @AsYouNotWish @nsitharaman @Ramlal @neelakantha @thetribunechd @scroll_in @narendramodi @MehboobaMufti @OmarAbdullah @SitaramYechury @myogiadityanath @AmitShah @rsprasad @Hakhoo @DailyExcelsior1 @INCIndia @the_hindu @ncbn @NitishKumar @ShivSena @NITIAayog @BJPLive @TheArvindDhar @jkpdp @PrakashJavdekar @narendramo @IndianExpress After terrorizing #Jammu #Hindues 

BJP-RSS-PDP might 
eliminate #Kathuwa father #SanjiRam son #VishalJangotra at the hands of Jihadi Mufti's police by extreme torchure.

Hepless daughter of Sanji Ram, Madhu,starts fast-unto-death at Rajghat for #CBI4KathuaCase

 #KathuaKaSach https://t.co/zqNMeIuhq0",New Delhi,0.0,"['@rajnathsingh', '@DrJitendraSingh', '@rammadhavbjp', '@arunjaitley', '@Swamy39 @RSSorg', '@TrueIndology', '@nsitharaman', '@Ramlal @neelakantha', '@OmarAbdullah @SitaramYechury', '@AmitShah', '@rsprasad', '@ncbn', '@thetribunechd', '@scroll_in', '@narendramodi', '@narendramo', '@jkpdp', 'daughter', 'police', 'death', 'VishalJangotra', 'Jihadi Mufti', 'son', 'father', 'Sanji Ram', 'Madhu', 'Rajghat', 'Kathuwa']"
"Now see: Just Zoom the picture and see by yourself...

APC factory of lies and disappointments. Gov Mal Isa Yuguda Fertilizers supplied when he was Bauchi state governor under PDP and unfortunately today Apc repainted it to take credit.

All Promise cancelled! https://t.co/Gsk7HdGzoY",Not Available,-0.30000001192092896,"['state governor', 'factory', 'Mal Isa Yuguda Fertilizers', 'Bauchi']"
@RajeshJ44834243 Thats the after effects of Amnesty to 10000 stone pelters by BJP+PDP Govt. Helpless BJP &amp; Modi are silent spectators from distance looking at people losing lives in our own land.,New Delhi,0.0,"['spectators', 'people', 'Modi', 'land']"
"BREAKING NEWS!! As promised, the decamping revolution has started. BREAKING NEWS 
Over 6,000 APC Members Burn Their ""Change Brooms"" In Benue State, Vow To Sack Buhari In 2019 Presidential Election @renoomokri @atiku @john_danfulani @OfficialPDPNig @PDPNYF @PDP_2019 @NNOORSBUTIK",Africa/Lagos,0.0,"['Members', '@atiku', '@john_danfulani', '@OfficialPDPNig @PDPNYF', 'Change Brooms', 'Benue State', '@PDP_2019', '@NNOORSBUTIK', 'Election', '@renoomokri']"
"APC's right leg is CPC, left leg is ACN, right hand is ANPP, left hand is a faction of PDP, and right at the head we don't know how many chromosomes are there. ~Tunde Bakare. #Roadmap2019",Pacific Time (US & Canada),0.0,['Tunde Bakare']
The same media that promoted Buhari and Osinbajo to us in 2014 all of a sudden became fake platform... You guys are worst than those PDP boys...,Not Available,-0.800000011920929,"['Buhari', 'Osinbajo', 'boys', 'guys']"
(PDP-BJP coalition gravest provocation to the people of Kashmir: Says Chiddabaram) Parallel Post - https://t.co/h642OUHdkw https://t.co/snMGrBOJw2,Chennai,-0.20000000298023224,"['people', 'provocation', 'Kashmir', 'Chiddabaram']"
"LIVE: #Ekiti PDP elects governorship candidate | TheCable https://t.co/TQxVH3p8DE
#EkitiPDPPrimary https://t.co/vkxX2gFt9z",Not Available,0.10000000149011612,['governorship candidate']
"Yes, they are armed robbers. https://t.co/whtq1WcwBO",Not Available,0.0,['robbers']
"Buhari has had it easy. Majority of the media in Nigeria has either been bought over or suppressed by the state. The PDP does not ‘talk dirty.’

Those holding Buhari to account are normal citizens, including those who supported him in 2015, but are now fed up of his incompetence.",Not Available,-0.20000000298023224,"['Buhari', 'state', 'Nigeria', 'citizens']"
I expected my pple 4m SE to take same stand with d SS.we shld remove hatred 4m our heart &amp; be mo objective wit our https://t.co/NIwZuDIVcd probs abt our hatred 4 Buhari is that it being fueled by pple outside our region Bc of cheap political gains! https://t.co/5QCES4pn4Q,Atlantic Time (Canada),-0.30000001192092896,"['pple', 'pple', 'region', 'Buhari']"
@DemolaRewaju @LekanOmobaba You are mad and foolish For telling people to vote for PDP,Not Available,-0.800000011920929,"['@DemolaRewaju @LekanOmobaba', 'people']"
"APC's right leg is CPC, left leg is ACN, right hand is ANPP, left hand is a faction of PDP, and right at the head we don't know how many chromosomes are there. ~Tunde Bakare. #Roadmap2019",London,0.0,['Tunde Bakare']
"Omar Abdullah Slams BJP-PDP Alliance Govt Over Tourist's Death In J&amp;K
https://t.co/88M3rqRUkg",Karachi,-0.20000000298023224,"['Omar Abdullah Slams BJP', 'PDP Alliance Govt Over Tourist', 'Death In J&amp']"
"FACT.
70% of Nigeria media houses are slave to the looters in PDP.
And what they are after is always $$$$$",Not Available,-0.30000001192092896,"['media houses', 'Nigeria']"
"Buhari has had it easy. Majority of the media in Nigeria has either been bought over or suppressed by the state. The PDP does not ‘talk dirty.’

Those holding Buhari to account are normal citizens, including those who supported him in 2015, but are now fed up of his incompetence.",West Central Africa,-0.20000000298023224,"['Buhari', 'state', 'Nigeria', 'citizens']"
I expected my pple 4m SE to take same stand with d SS.we shld remove hatred 4m our heart &amp; be mo objective wit our https://t.co/NIwZuDIVcd probs abt our hatred 4 Buhari is that it being fueled by pple outside our region Bc of cheap political gains! https://t.co/5QCES4pn4Q,Not Available,-0.30000001192092896,"['pple', 'pple', 'region', 'Buhari']"
LMAOO. Chris Ngige whisked away. 😂🤣🤣 https://t.co/YA8RBAh7jG,Not Available,0.10000000149011612,['Chris Ngige']
"APC's right leg is CPC, left leg is ACN, right hand is ANPP, left hand is a faction of PDP, and right at the head we don't know how many chromosomes are there. ~Tunde Bakare. #Roadmap2019",Not Available,0.0,['Tunde Bakare']
"FACT.
70% of Nigeria media houses are slave to the looters in PDP.
And what they are after is always $$$$$",West Central Africa,-0.30000001192092896,"['media houses', 'Nigeria']"
"#MehboobaMufti should quit the PDP- #BJP coalition government: P Chidambaram
#Kashmir https://t.co/4Bi2dCXe8m https://t.co/qk9wrlqrVd",Pacific Time (US & Canada),0.0,['MehboobaMufti']
"I remember some tweeps kept tweeting that Buhari is clueless and will make an awful President and we dismissed it thinking they were just PDP faithfuls.

We owe them an apology!",Paris,-0.6000000238418579,"['faithfuls', 'Buhari', 'President']"
"@MBuhari As if that is not enough 20 former PDP governors are now in APC and many of them with corruption cases, but PMB's corruption fight ""no reach their side.""",Not Available,-0.4000000059604645,"['@MBuhari', 'many', 'governors', 'corruption fight']"
"""Once you are in as a delegate, you can't go out of the hall"", an official announces but some of the delegates seated are complaining that they need water, some, food. https://t.co/woxc0B2nyI #EkitiPDPPrimary https://t.co/b7vlvJp3MW",West Central Africa,0.0,"['some', 'delegate', 'delegates', 'hall', 'some', 'official']"
@awasthis @News18India @Network18Group Kashmir me only mhebuba ki sarkar nhi PDP and bjp ki sarkar ha pmo ka itna pressure ki NDA Na bolker mhebuba,Not Available,-0.30000001192092896,['@awasthis']
Court orders PDP to pay N180 million to SAN https://t.co/JMDoU76aGX,West Central Africa,-0.20000000298023224,[]
"APC's right leg is CPC, left leg is ACN, right hand is ANPP, left hand is a faction of PDP, and right at the head we don't know how many chromosomes are there. ~Tunde Bakare. #Roadmap2019",Not Available,0.0,['Tunde Bakare']
"FACT.
70% of Nigeria media houses are slave to the looters in PDP.
And what they are after is always $$$$$",Not Available,-0.30000001192092896,"['media houses', 'Nigeria']"
"PDP is touring IPOB path, Writes United Nations https://t.co/UZ4vS5LCo2 https://t.co/xg8iKhAH3s",Not Available,0.20000000298023224,[]
"APC's right leg is CPC, left leg is ACN, right hand is ANPP, left hand is a faction of PDP, and right at the head we don't know how many chromosomes are there. ~Tunde Bakare. #Roadmap2019",Not Available,0.0,['Tunde Bakare']
"PDP challenged Vice President Osinbajo to name those he claimed stole $3 billion. Apparently, they thought it's a cat and mouse game.

Below is the details of how Jide Omokore, Kola Aluko, and Diezani Madueke stole $3 billion using the so called NNPC Strategic Alliance Contracts. https://t.co/uh1tnWxGOf",West Central Africa,-0.20000000298023224,"['Osinbajo', 'Jide Omokore', 'Kola Aluko', 'Diezani Madueke']"
Court orders PDP to pay N180 million to SAN https://t.co/rSDCmfs2kp https://t.co/dzS6UJ9GPp,Africa/Lagos,-0.20000000298023224,[]
"@PremiumTimesng  that's your opinion guy,tell us which government is competent since 1999,if not looting our resources,pdp admitted..",Not Available,-0.10000000149011612,"['opinion guy', '@PremiumTimesng', 'pdp']"
Court orders PDP to pay N180 million to SAN https://t.co/rSDCmfs2kp https://t.co/dzS6UJ9GPp,Pacific Time (US & Canada),-0.20000000298023224,[]
Ekiti PDP Holds Governorship Primary Election Today. https://t.co/IRvbnWfyYS https://t.co/esq23KXd9o,Amsterdam,0.0,['Governorship Primary Election']
"*The Assistant Inspector General of Police,*
*Zone 5 Police Headquarters,*
*Adesuwa College Road, Benin City.* 
Sir,
*Invasion of Benin Airport by PDP Youths under the Sponsorship of Senator Matthew Urhoghide* 

https://t.co/xhlrYz9YxR https://t.co/CA2VxwOUKh",Not Available,-0.30000001192092896,"['Assistant Inspector General of Police', 'Matthew Urhoghide', 'Police Headquarters', 'Sir', 'Adesuwa College Road', 'Benin City.', 'Benin Airport']"
"#StopBiafraOppressions 
#StopBiafraKillings
#WhereIsNnamdiKanu
#SupportBiafraReferendum
#FreeBiafra
#BiafraExit
#Biafra
#IPOB
#BiafraReferendum @Amaka_Ekwo @okafo_uche @NkirukaNistoran @UdeObasi35 @realDonaldTrump 
https://t.co/RELZSNqNxC",Not Available,0.0,"['StopBiafraOppressions #StopBiafraKillings', 'WhereIsNnamdiKanu #SupportBiafraReferendum', 'FreeBiafra #BiafraExit', 'BiafraReferendum @Amaka_Ekwo @okafo_uche']"
"@MBuhari Fellow Nigerians, Do you also know that:

1. The first and current APC Senate President was in PDP? 

2. The first APC Speaker of the  House of Representatives was also in PDP?

3. Three out of five former Speakers of the House of Representatives under PDP are now in APC?",Not Available,0.0,"['Nigerians', '@MBuhari', 'President', 'Speakers', 'Speaker of the House of Representatives']"
"@MBuhari Anybody who says PDP members looted the nation's treasury and are therefore corrupt is distorting the facts and therefore a shameless / barefaced liar, innately corrupt, fraudulent, self-centred,deceptive,wicked,broad day robber,oppressive and has no decency and humanity in them.",Not Available,-0.8999999761581421,"['members', 'Anybody', '@MBuhari', 'nation', 'day robber', 'humanity']"
"""If you won't allow us go out, bring us food. We are hungry,"" a female delegate shouted and a policeman responded: ""Go and tell your chairman you need food and water."" https://t.co/woxc0B2nyI #EkitiPDpPrimary https://t.co/Oh7Z1js1YV",Not Available,0.0,"['delegate', 'policeman', 'chairman']"
"These delegates are tired and maybe hungry. An official has asked party chairmen in local government areas to provide food for the delegates. ""If it's only water, I'll be fine,"" says an elderly man. https://t.co/woxc0B2nyI #EkitiPDPPrimary https://t.co/2HpOQOYyCi",Not Available,-0.10000000149011612,"['delegates', 'man', 'official', 'delegates', 'party chairmen', 'local government areas']"
"Delegates ae insisting on going out to get food but security men won't allow them. ""I'll faint here,"" a man says. https://t.co/woxc0B2nyI #EkitiPDPPrimary https://t.co/1gTa7sSjTW",Pacific Time (US & Canada),-0.20000000298023224,"['Delegates', 'security men', 'man']"
"""If you won't allow us go out, bring us food. We are hungry,"" a female delegate shouted and a policeman responded: ""Go and tell your chairman you need food and water."" https://t.co/woxc0B2nyI #EkitiPDpPrimary https://t.co/Oh7Z1js1YV",Pacific Time (US & Canada),0.0,"['delegate', 'policeman', 'chairman']"
"APC's right leg is CPC, left leg is ACN, right hand is ANPP, left hand is a faction of PDP, and right at the head we don't know how many chromosomes are there. ~Tunde Bakare. #Roadmap2019",Not Available,0.0,['Tunde Bakare']
"@Opeyemi_09 @SaharaReporters @NGRPresident @MBuhari @realDonaldTrump How I wish OBJ, Jonathan and their PDP had invested the huge resources available to them in these areas but they used bullion vans to cart them away for their personal use? https://t.co/IvpGSNZmlD",Amsterdam,0.0,"['Jonathan', 'areas']"
I expected my pple 4m SE to take same stand with d SS.we shld remove hatred 4m our heart &amp; be mo objective wit our https://t.co/NIwZuDIVcd probs abt our hatred 4 Buhari is that it being fueled by pple outside our region Bc of cheap political gains! https://t.co/5QCES4pn4Q,Amsterdam,-0.30000001192092896,"['pple', 'pple', 'region', 'Buhari']"
"#tutuTuesday with IBC PDP student Maren Goddard, photo by Jason Lavengood Portraits. https://t.co/fc9NB24Tad",Eastern Time (US & Canada),0.0,['Maren Goddard']
"@Adeola0503 @Solar_unique @dmightyangel They wanted to ‘shush’ him and he resisted it. 

If we’re Fair, we’d have to conceive that APC indeed epitomizes change. After all, it has repeated in far grander scale EVERYTHING PDP did wrong and has actually redefined the contextual meaning of cluelessness.",Not Available,0.0,"['@Solar_unique', '@Adeola0503']"
"'PDP stole this'
'GEJ stole that'.

Ain't you in power? prosecute or shut up, and also tell your brainless minions to shut the fuck up too. Y'all are irritating",Not Available,-0.5,['GEJ']
I expected my pple 4m SE to take same stand with d SS.we shld remove hatred 4m our heart &amp; be mo objective wit our https://t.co/NIwZuDIVcd probs abt our hatred 4 Buhari is that it being fueled by pple outside our region Bc of cheap political gains! https://t.co/5QCES4pn4Q,Not Available,-0.30000001192092896,"['pple', 'pple', 'region', 'Buhari']"
"APC's right leg is CPC, left leg is ACN, right hand is ANPP, left hand is a faction of PDP, and right at the head we don't know how many chromosomes are there. ~Tunde Bakare. #Roadmap2019",Not Available,0.0,['Tunde Bakare']
Court orders PDP to pay N180 million to SAN https://t.co/usLbwKVBut https://t.co/VAInsgFAs3,Amsterdam,-0.20000000298023224,[]
"it is all glaring that those who formed APC are the ones who destroyed and stole in PDP. These are the Nigerian Saints, Ngige, Saraki, AMeachi etc. The #APCWardCongress is a proof of this fact. The Movement #RedCardToAPCandPDP is our hope for a better Nigeria. @RedCardMng",Not Available,-0.10000000149011612,"['ones', 'Ngige', 'Saraki', 'AMeachi', 'Nigeria']"
